sample	unclassified-kra_ERR9709092_	unclassified-kra_ERR9709093_	unclassified-kra_ERR9709094_	unclassified-kra_ERR9709096_	unclassified-kra_ERR9709099_	unclassified-kra_ERR9709100_	unclassified-kra_ERR9709101_	unclassified-kra_ERR9709103_	unclassified-kra_ERR9709105_	unclassified-kra_ERR9709107_	unclassified-kra_ERR9709108_	unclassified-kra_ERR9709109_	unclassified-kra_ERR9709114_	unclassified-kra_ERR9709115_	unclassified-kra_ERR9709117_	unclassified-kra_ERR9709118_	unclassified-kra_ERR9709119_	unclassified-kra_ERR9709121_	unclassified-kra_ERR9709122_	unclassified-kra_ERR9709123_	unclassified-kra_ERR9709124_	unclassified-kra_ERR9709125_	unclassified-kra_ERR9709126_	unclassified-kra_ERR9709127_	unclassified-kra_ERR9709129_	unclassified-kra_ERR9709130_	unclassified-kra_ERR9709132_	unclassified-kra_ERR9709134_	unclassified-kra_ERR9709135_	unclassified-kra_ERR9709136_	unclassified-kra_ERR9709137_	unclassified-kra_ERR9709140_	unclassified-kra_ERR9709141_	unclassified-kra_ERR9709142_	unclassified-kra_ERR9709144_	unclassified-kra_ERR9709145_	unclassified-kra_ERR9709146_	unclassified-kra_ERR9709147_	unclassified-kra_ERR9709149_	unclassified-kra_ERR9709155_	unclassified-kra_ERR9709158_	unclassified-kra_ERR9709167_	unclassified-kra_ERR9709172_	unclassified-kra_ERR9709173_	unclassified-kra_ERR9709174_	unclassified-kra_ERR9709177_	unclassified-kra_ERR9709178_	unclassified-kra_ERR9709180_	unclassified-kra_ERR9709184_	unclassified-kra_ERR9709187_	unclassified-kra_ERR9709189_	unclassified-kra_ERR9709190_	unclassified-kra_ERR9709191_	unclassified-kra_ERR9709194_	unclassified-kra_ERR9709195_	unclassified-kra_ERR9709196_	unclassified-kra_ERR9709198_	unclassified-kra_ERR9709199_	unclassified-kra_ERR9709203_	unclassified-kra_ERR9709204_	unclassified-kra_ERR9709208_	unclassified-kra_ERR9709209_	unclassified-kra_ERR9709211_	unclassified-kra_ERR9709214_	unclassified-kra_ERR9709217_	unclassified-kra_ERR9709218_	unclassified-kra_ERR9709219_	unclassified-kra_ERR9709223_	unclassified-kra_ERR9709228_	unclassified-kra_ERR9709232_	unclassified-kra_ERR9709234_	unclassified-kra_ERR9709235_	unclassified-kra_ERR9709237_	unclassified-kra_ERR9709238_	unclassified-kra_ERR9709240_	unclassified-kra_ERR9709243_	unclassified-kra_ERR9709244_	unclassified-kra_ERR9709249_	unclassified-kra_ERR9709253_
unclassified-kra_ERR9709130_	0.172986	0.126109	0.216706	0.111951	0.204301	0.116608	0.115612	0.31473	0.128644	0.127058	0.23447	0.113551	0.110166	0.154904	0.112052	0.116541	0.177779	0.113971	0.109919	0.187871	0.157383	0.107779	0.1154	0.111943	0.0606557	0	0.0398154	0.0709464	0.130088	0.123497	0.112341	0.0670474	0.0992985	0.0990927	0.0724711	0.0611937	0.0984225	0.0579274	0.0807427	0.122182	0.0601611	0.216706	0.265825	0.240154	0.223627	0.146037	0.147141	0.162417	0.322335	0.159976	0.17451	0.163063	0.133298	0.191745	0.111501	0.13902	0.120465	0.169679	0.112705	0.116527	0.117223	0.117365	0.117032	0.117712	0.116759	0.116606	0.116364	0.113779	0.116951	0.109651	0.11685	0.117194	0.134829	0.116625	0.117354	0.116904	0.116938	0.117396	0.117335
unclassified-kra_ERR9709132_	0.17335	0.117726	0.213052	0.110945	0.182843	0.115424	0.108457	0.319994	0.125938	0.125737	0.226807	0.112409	0.0924112	0.138565	0.102007	0.102596	0.175894	0.109704	0.102613	0.186492	0.164323	0.100654	0.100396	0.099079	0.0521867	0.0398154	0	0.0250706	0.122637	0.107772	0.0954621	0.0334836	0.0822543	0.0763493	0.0319014	0.0308315	0.0885535	0.0299343	0.0736911	0.112332	0.0256877	0.209729	0.267799	0.225531	0.221963	0.136995	0.13359	0.14385	nan	0.145515	0.145043	0.154306	0.105693	0.182699	0.103305	0.113589	0.104197	0.173623	0.107142	0.110045	0.110463	0.110869	0.110754	0.111004	0.110691	0.110331	0.11057	0.108311	0.111015	0.105783	0.111085	0.110312	0.125367	0.110506	0.110398	0.11054	0.110834	0.11126	0.110572
unclassified-kra_ERR9709134_	0.172109	0.106872	0.223329	0.0932905	0.218781	0.107543	0.0972099	0.309997	0.110278	0.109161	0.249893	0.105744	0.0947033	0.1607	0.0938643	0.084056	0.185823	0.107151	0.0917456	0.198656	0.164334	0.0858072	0.0800632	0.0900331	0.0938333	0.0709464	0.0250706	0	0.130485	0.109361	0.109814	0.0390264	0.093022	0.088235	0.0221191	0.0421312	0.113036	0.0430082	0.100713	0.136382	0.0319075	0.218526	0.247173	0.241998	0.22891	0.132884	0.113312	0.137679	nan	0.152325	0.147904	0.156252	0.0858865	0.187593	0.0917919	0.116739	0.0808805	0.176007	0.0803037	0.0850586	0.0850341	0.0855251	0.0849068	0.0852878	0.0858094	0.0858826	0.0856373	0.0809621	0.0855749	0.0773351	0.0852763	0.0851198	0.0940737	0.0850051	0.0856527	0.0858716	0.0854166	0.0849501	0.0849461
unclassified-kra_ERR9709135_	0.100541	0.0810424	0.127294	0.0707492	0.0863966	0.0594223	0.0697179	0.198232	0.0840005	0.0835273	0.134349	0.0490471	0.0724154	0.0970824	0.0709258	0.0803133	0.0972652	0.0577315	0.0661847	0.100541	0.0813047	0.0691481	0.0788451	0.0733837	0.0653278	0.130088	0.122637	0.130485	0	0.00550127	0.0918258	0.0894617	0.058732	0.101363	0.103563	0.0878079	0.122329	0.0837775	0.0573895	0.092662	0.090129	0.147405	0.176154	0.174315	0.141626	0.0860933	0.111026	0.125608	0.211977	0.115461	0.150029	0.116	0.12184	0.136908	0.0643784	0.114402	0.0864603	0.0865135	0.0754454	0.0761988	0.0759109	0.0756631	0.0767259	0.0770132	0.0753953	0.075849	0.0753677	0.0767493	0.0761115	0.07751	0.0765182	0.0762382	0.0961839	0.076325	0.0760724	0.0757986	0.0763319	0.0763771	0.0766049
unclassified-kra_ERR9709136_	0.112404	0.0693971	0.161658	0.0535723	0.144345	0.0594661	0.0577317	0.245592	0.0720963	0.0701409	0.17274	0.0527233	0.0589983	0.109224	0.0549742	0.058596	0.120523	0.0556465	0.0517083	0.12988	0.0935144	0.0519353	0.0565903	0.057706	0.0780984	0.123497	0.107772	0.109361	0.00550127	0	0.0932038	0.0735548	0.0741811	0.100054	0.0752049	0.0820678	0.130572	0.0735953	0.072308	0.105201	0.070787	0.174383	0.217376	0.201186	0.164962	0.0895875	0.0911562	0.125325	0.26153	0.114545	0.149557	0.116919	0.0916092	0.145377	0.0513069	0.108952	0.0624677	0.106802	0.0522764	0.0540419	0.0541572	0.0544537	0.0543569	0.0548187	0.0542335	0.0543772	0.0538039	0.0529292	0.0544195	0.0522336	0.054558	0.0545588	0.0775969	0.0544852	0.0545135	0.0545287	0.0544646	0.0545889	0.0542377
unclassified-kra_ERR9709137_	0.133857	0.0948407	0.175033	0.0794995	0.169225	0.0806864	0.0809696	0.268504	0.0962299	0.0947045	0.187871	0.0730536	0.0832272	0.12769	0.0773327	0.0869088	0.137373	0.0789078	0.0745702	0.147648	0.115539	0.0760453	0.0869357	0.0790249	0.0833898	0.112341	0.0954621	0.109814	0.0918258	0.0932038	0	0.0700332	0.0879452	0.110629	0.0960753	0.0789052	0.113818	0.080127	0.0777966	0.115979	0.0810101	0.182369	0.250343	0.208393	0.177779	0.109303	0.118836	0.146304	0.322335	0.133895	0.160657	0.137161	0.115354	0.164382	0.0745378	0.127617	0.0919029	0.12608	0.0786663	0.0830486	0.0830282	0.0827997	0.0837007	0.0838914	0.0826216	0.0829992	0.0821035	0.0798111	0.0830494	0.0762649	0.082975	0.0834049	0.104571	0.0833435	0.0833406	0.0828599	0.0830492	0.0835524	0.0833923
unclassified-kra_ERR9709140_	0.128508	0.0729068	0.187281	0.0577744	0.149442	0.0698084	0.0617196	0.277053	0.0748056	0.073831	0.194218	0.0641593	0.0626767	0.123532	0.0570406	0.0557976	0.138099	0.0633287	0.055905	0.14908	0.112066	0.0529824	0.0548456	0.0591709	0.0673405	0.0670474	0.0334836	0.0390264	0.0894617	0.0735548	0.0700332	0	0.077182	0.0798672	0.0384917	0.0419635	0.0888364	0.0344564	0.0646849	0.102448	0.0321162	0.166734	0.214134	0.195908	0.180041	0.0958068	0.0898133	0.120124	0.252076	0.113072	0.127286	0.119923	0.0775763	0.151787	0.058321	0.101485	0.0600231	0.128664	0.0513387	0.054028	0.053913	0.0538593	0.0541193	0.0541035	0.0538311	0.0539379	0.0537579	0.0525308	0.0538749	0.0509826	0.0538557	0.053898	0.068174	0.0537748	0.0539768	0.0536676	0.0537139	0.0540805	0.0539953
unclassified-kra_ERR9709141_	0.101988	0.0737216	0.135687	0.0617522	0.103416	0.0541286	0.0629663	0.219634	0.0748059	0.0744931	0.1441	0.0459517	0.0667351	0.0992341	0.0614971	0.0705496	0.102518	0.0543579	0.0577622	0.108699	0.0833723	0.0625978	0.0691354	0.0651386	0.0536614	0.0992985	0.0822543	0.093022	0.058732	0.0741811	0.0879452	0.077182	0	0.0769775	0.0752396	0.052203	0.100514	0.0558356	0.0492642	0.0892163	0.069415	0.1552	0.199523	0.179278	0.146312	0.0833664	0.101897	0.120136	0.238798	0.110378	0.146992	0.114791	0.105439	0.138016	0.0562551	0.105853	0.0746316	0.0915891	0.0663777	0.0667837	0.0670771	0.0666666	0.0670742	0.0671582	0.0664457	0.0668422	0.0663148	0.067398	0.0667347	0.0677216	0.0668973	0.0673051	0.0874059	0.0669537	0.0670605	0.0667644	0.0669258	0.0671969	0.0672773
unclassified-kra_ERR9709142_	0.139624	0.0948652	0.187488	0.080365	0.175721	0.0843689	0.0835643	0.280159	0.0980333	0.0962976	0.201133	0.0781886	0.0852593	0.136282	0.0793446	0.086861	0.147243	0.0817134	0.0772558	0.155933	0.121809	0.0767922	0.0858562	0.0806912	0.082968	0.0990927	0.0763493	0.088235	0.101363	0.100054	0.110629	0.0798672	0.0769775	0	0.0773355	0.0574296	0.11638	0.0706179	0.0822608	0.121466	0.0743116	0.199468	0.259871	0.22049	0.188454	0.113638	0.118744	0.146913	0.322335	0.138369	0.166056	0.140881	0.1154	0.170591	0.0771811	0.126171	0.0908124	0.136118	0.078744	0.0827245	0.0826617	0.0827459	0.0829423	0.0831714	0.082614	0.0827671	0.0820958	0.079459	0.08284	0.0758037	0.0828204	0.0831389	0.103609	0.0829772	0.0829975	0.0828908	0.0829562	0.083112	0.0832264
unclassified-kra_ERR9709144_	0.130974	0.0580722	0.197709	0.0386411	0.166693	0.0645093	0.0497808	0.300605	0.0612241	0.0584655	0.210174	0.0602737	0.0492935	0.130456	0.0425169	0.0306724	0.148007	0.0599493	0.0423662	0.164425	0.115281	0.0347699	0.0269196	0.046009	0.0765535	0.0724711	0.0319014	0.0221191	0.103563	0.0752049	0.0960753	0.0384917	0.0752396	0.0773355	0	0.0420996	0.1152	0.0373415	0.0791842	0.118513	0.0276192	0.208183	0.255495	0.236589	0.190849	0.0964776	0.0667089	0.122985	0.285262	0.119282	0.136582	0.121752	0.0438121	0.162188	0.0459366	0.100669	0.0297668	0.133063	0.0230298	0.0277754	0.0280664	0.0285948	0.0279595	0.0277789	0.0289117	0.0285686	0.0286149	0.0233459	0.0284089	0.01854	0.0280797	0.0281976	0.0346749	0.0283117	0.0283371	0.0285975	0.0283684	0.0281343	0.0279413
unclassified-kra_ERR9709145_	0.118355	0.0801812	0.156231	0.0657509	0.139444	0.0714601	0.0699946	0.232049	0.0820955	0.0808878	0.166226	0.0631099	0.070023	0.112817	0.0662095	0.0726751	0.119686	0.0649908	0.0632186	0.126547	0.100885	0.0628269	0.0699681	0.0676729	0.0547639	0.0611937	0.0308315	0.0421312	0.0878079	0.0820678	0.0789052	0.0419635	0.052203	0.0574296	0.0420996	0	0.0761266	0.0335625	0.0608676	0.0921343	0.038986	0.163912	0.223779	0.190068	0.158876	0.0956126	0.101557	0.116555	0.252374	0.116378	0.143481	0.12072	0.0988052	0.145083	0.0634284	0.100856	0.0760408	0.110299	0.0669143	0.0690293	0.0687937	0.068335	0.0685673	0.0692008	0.0687381	0.0688244	0.0680874	0.067737	0.0687757	0.0669438	0.0691229	0.069155	0.0944816	0.0685611	0.0691579	0.0690081	0.0692504	0.0688801	0.0686803
unclassified-kra_ERR9709146_	0.184048	0.165889	0.207354	0.152974	0.178713	0.141969	0.144761	0.286165	0.168081	0.163966	0.214119	0.132383	0.150477	0.172008	0.14708	0.161275	0.180458	0.132642	0.139981	0.184394	0.168791	0.145121	0.163289	0.143662	0.0677487	0.0984225	0.0885535	0.113036	0.122329	0.130572	0.113818	0.0888364	0.100514	0.11638	0.1152	0.0761266	0	0.0753975	0.060885	0.103594	0.0876331	0.20229	0.262722	0.240154	0.217614	0.161114	0.187354	0.186407	0.297118	0.188064	0.205366	0.187109	0.182158	0.204414	0.139067	0.168366	0.168192	0.172739	0.157829	0.161647	0.161042	0.161224	0.162023	0.16265	0.160905	0.161503	0.160498	0.158149	0.16133	0.154878	0.162191	0.162101	0.185097	0.162193	0.160951	0.161574	0.161474	0.16094	0.161665
unclassified-kra_ERR9709147_	0.12647	0.0726808	0.177172	0.0601323	0.1501	0.0681212	0.0635864	0.275543	0.0779127	0.0759591	0.19503	0.062257	0.0638914	0.122113	0.0592486	0.0624439	0.139151	0.0653027	0.0594552	0.147074	0.113768	0.0571656	0.0595151	0.0623836	0.0495753	0.0579274	0.0299343	0.0430082	0.0837775	0.0735953	0.080127	0.0344564	0.0558356	0.0706179	0.0373415	0.0335625	0.0753975	0	0.0482394	0.0894778	0.0246605	0.172328	0.201858	0.200082	0.178954	0.0960861	0.095291	0.118634	0.271125	0.118625	0.135649	0.121451	0.0858779	0.154692	0.0582881	0.100915	0.0637236	0.12609	0.0581231	0.0601676	0.0600234	0.059699	0.0605932	0.0605164	0.0595611	0.0601339	0.059838	0.0599463	0.059961	0.0590134	0.059815	0.0596733	0.0723544	0.0596982	0.0597903	0.0596108	0.0599732	0.0603761	0.0601339
unclassified-kra_ERR9709149_	0.101209	0.0762859	0.139211	0.0630633	0.102122	0.054251	0.0628737	0.222848	0.0762499	0.076218	0.149602	0.0473633	0.0660939	0.097696	0.0620232	0.0701602	0.102228	0.0544702	0.0583115	0.10994	0.0833531	0.0611797	0.0687689	0.0643446	0.0379559	0.0807427	0.0736911	0.100713	0.0573895	0.072308	0.0777966	0.0646849	0.0492642	0.0822608	0.0791842	0.0608676	0.060885	0.0482394	0	0.0716425	0.0592434	0.151853	0.196702	0.177309	0.146158	0.0833522	0.102459	0.122002	0.25088	0.107094	0.145126	0.112344	0.105479	0.135685	0.05791	0.10672	0.0756005	0.0929374	0.0670416	0.0671654	0.0674459	0.06695	0.0674581	0.0678549	0.0671635	0.067206	0.0665501	0.067688	0.0672399	0.0682971	0.0674469	0.0676706	0.0845439	0.0671339	0.0670664	0.067175	0.067188	0.0673655	0.0673004
unclassified-kra_ERR9709155_	0.135791	0.109521	0.171174	0.0967028	0.146469	0.0889872	0.0935588	0.254065	0.110752	0.112009	0.180769	0.0806307	0.0955146	0.132139	0.090763	0.104685	0.135669	0.0856947	0.0872895	0.142835	0.118775	0.0890749	0.104315	0.0927853	0.0780179	0.122182	0.112332	0.136382	0.092662	0.105201	0.115979	0.102448	0.0892163	0.121466	0.118513	0.0921343	0.103594	0.0894778	0.0716425	0	0.0849083	0.182369	0.242864	0.212496	0.181559	0.118093	0.135165	0.156362	0.297118	0.141649	0.179692	0.148058	0.13678	0.168901	0.0842147	0.136081	0.109914	0.12557	0.0962091	0.100022	0.100418	0.100398	0.100781	0.101074	0.100342	0.100558	0.0996966	0.0969196	0.100466	0.0934891	0.100469	0.100937	0.122695	0.100608	0.100564	0.100301	0.10103	0.100964	0.100603
unclassified-kra_ERR9709158_	0.122523	0.062494	0.176024	0.0459407	0.164674	0.0630285	0.0536898	0.305361	0.064939	0.063578	0.192284	0.0574291	0.0516855	0.113928	0.0484748	0.0440968	0.134019	0.0578275	0.0459731	0.14459	0.104028	0.0431855	0.0409749	0.0497973	0.0614977	0.0601611	0.0256877	0.0319075	0.090129	0.070787	0.0810101	0.0321162	0.069415	0.0743116	0.0276192	0.038986	0.0876331	0.0246605	0.0592434	0.0849083	0	0.174306	0.22171	0.201472	0.177219	0.0936412	0.0779214	0.116934	0.260084	0.111854	0.127018	0.113928	0.0646339	0.148888	0.0490094	0.0981387	0.0459825	0.121474	0.0380218	0.0410472	0.0412538	0.0414731	0.0412573	0.0413762	0.0413721	0.0412504	0.0412173	0.0385909	0.0412736	0.0360527	0.0413355	0.0413695	0.0546245	0.0412876	0.0415681	0.0416851	0.0411977	0.0414765	0.041238
unclassified-kra_ERR9709167_	0.129451	0.12058	0.130438	0.1237	0.172971	0.109222	0.115473	0.256798	0.119196	0.119335	0.133514	0.10158	0.173186	0.188064	0.161507	0.181921	0.183536	0.145678	0.157485	0.185275	0.176932	0.163768	0.18386	0.158596	0.156435	0.216706	0.209729	0.218526	0.147405	0.174383	0.182369	0.166734	0.1552	0.199468	0.208183	0.163912	0.20229	0.172328	0.151853	0.182369	0.174306	0	0.0581358	0.0922299	0.0821232	0.0907194	0.133636	0.0901326	0.297118	0.190682	0.23447	0.199198	0.2029	0.211328	0.144848	0.185924	0.176937	0.169343	0.174767	0.179369	0.178396	0.179052	0.179993	0.181905	0.178699	0.180655	0.179554	0.177301	0.179734	0.173168	0.180099	0.179642	0.203794	0.180101	0.180561	0.180261	0.179942	0.180618	0.180149
unclassified-kra_ERR9709172_	0.207843	0.20049	0.198309	0.190114	0.167607	0.177112	0.193249	0.257235	0.200283	0.202977	0.206058	0.179596	0.226407	0.239652	0.217861	0.230262	0.218499	0.199194	0.203464	0.212409	0.226948	0.217447	0.231748	0.214545	0.19719	0.265825	0.267799	0.247173	0.176154	0.217376	0.250343	0.214134	0.199523	0.259871	0.255495	0.223779	0.262722	0.201858	0.196702	0.242864	0.22171	0.0581358	0	0.0421239	0.0458579	0.0423969	0.101433	0.0569004	0.261452	0.257235	0.272997	0.259871	0.258531	0.262722	0.21519	0.232472	0.245534	0.216087	0.228842	0.225895	0.22743	0.227481	0.22896	0.230625	0.22456	0.225967	0.228997	0.233928	0.229019	0.232024	0.229038	0.229025	0.272997	0.227476	0.22748	0.227498	0.224541	0.232345	0.23232
unclassified-kra_ERR9709173_	0.177923	0.152065	0.181083	0.148026	0.190794	0.154875	0.154119	0.302495	0.161373	0.163605	0.199198	0.148952	0.188667	0.208746	0.183826	0.205623	0.208043	0.170343	0.175785	0.214119	0.203488	0.181753	0.19995	0.176967	0.181696	0.240154	0.225531	0.241998	0.174315	0.201186	0.208393	0.195908	0.179278	0.22049	0.236589	0.190068	0.240154	0.200082	0.177309	0.212496	0.201472	0.0922299	0.0421239	0	0.0722551	0.0704959	0.113554	0.0758808	nan	0.22531	0.250327	0.227079	0.240756	0.240154	0.175704	0.208217	0.203809	0.204729	0.194807	0.199228	0.198795	0.201957	0.201684	0.200995	0.199916	0.199625	0.198331	0.19738	0.200179	0.192071	0.200518	0.199964	0.226479	0.200801	0.201081	0.200248	0.200515	0.201267	0.200539
unclassified-kra_ERR9709174_	0.142785	0.132212	0.15095	0.12756	0.170428	0.117916	0.123765	0.264743	0.128142	0.130008	0.156918	0.108904	0.151738	0.173487	0.142814	0.164175	0.17438	0.132642	0.140584	0.174902	0.164866	0.146266	0.164774	0.145753	0.149881	0.223627	0.221963	0.22891	0.141626	0.164962	0.177779	0.180041	0.146312	0.188454	0.190849	0.158876	0.217614	0.178954	0.146158	0.181559	0.177219	0.0821232	0.0458579	0.0722551	0	0.0727885	0.116987	0.077894	0.297118	0.193518	0.236001	0.197114	0.19516	0.210947	0.142465	0.1842	0.170605	0.167925	0.155895	0.159117	0.15916	0.16036	0.160781	0.16104	0.15946	0.158703	0.159301	0.157427	0.160633	0.153416	0.161126	0.160866	0.183706	0.160867	0.159423	0.159934	0.160176	0.160766	0.160265
unclassified-kra_ERR9709177_	0.112499	0.075378	0.153015	0.0641871	0.130799	0.063331	0.0662234	0.249407	0.078747	0.0774753	0.162583	0.0570839	0.0708828	0.115132	0.065692	0.0737492	0.123366	0.0628935	0.0640671	0.131076	0.100529	0.0652435	0.0721418	0.07011	0.0877881	0.146037	0.136995	0.132884	0.0860933	0.0895875	0.109303	0.0958068	0.0833664	0.113638	0.0964776	0.0956126	0.161114	0.0960861	0.0833522	0.118093	0.0936412	0.0907194	0.0423969	0.0704959	0.0727885	0	0.0153295	0.0209427	0.258006	0.118044	0.149029	0.122342	0.105425	0.149789	0.0636025	0.114035	0.0783117	0.113254	0.0685304	0.0693078	0.0690984	0.0691201	0.069574	0.0696535	0.0687701	0.0690943	0.0683873	0.0692583	0.0693003	0.0695275	0.0690718	0.0695483	0.088793	0.0691352	0.0688169	0.0688335	0.0691772	0.0694274	0.0694342
unclassified-kra_ERR9709178_	0.128886	0.0691522	0.177096	0.0534191	0.179333	0.0718028	0.0618019	0.271835	0.071599	0.0699478	0.191692	0.0670185	0.0641375	0.133396	0.0588084	0.0541616	0.148623	0.0715639	0.0570554	0.160406	0.116872	0.0524213	0.0510059	0.062029	0.105302	0.147141	0.13359	0.113312	0.111026	0.0911562	0.118836	0.0898133	0.101897	0.118744	0.0667089	0.101557	0.187354	0.095291	0.102459	0.135165	0.0779214	0.133636	0.101433	0.113554	0.116987	0.0153295	0	0.0309287	0.278781	0.12663	0.155781	0.130076	0.0761711	0.160406	0.0606585	0.117301	0.0558479	0.135317	0.0470521	0.0500785	0.0505409	0.0509453	0.0504948	0.0505871	0.051124	0.0507837	0.0505165	0.0474884	0.0508993	0.0445989	0.0505615	0.0507276	0.0630744	0.0507969	0.0507602	0.0510913	0.0509009	0.0507921	0.0504225
unclassified-kra_ERR9709180_	0.125032	0.0829534	0.150956	0.0780577	0.165465	0.0842234	0.0835949	0.295132	0.0879166	0.0864167	0.167916	0.0803544	0.101776	0.153851	0.0983772	0.104286	0.165266	0.0996254	0.0959241	0.177402	0.142543	0.0979585	0.103977	0.0999384	0.12371	0.162417	0.14385	0.137679	0.125608	0.125325	0.146304	0.120124	0.120136	0.146913	0.122985	0.116555	0.186407	0.118634	0.122002	0.156362	0.116934	0.0901326	0.0569004	0.0758808	0.077894	0.0209427	0.0309287	0	nan	0.150543	0.172855	0.154927	0.127478	0.175337	0.0982163	0.135421	0.108789	0.155717	0.102214	0.104828	0.104038	0.104054	0.104681	0.10471	0.10418	0.103853	0.104079	0.104032	0.104314	0.102508	0.104449	0.104407	0.120582	0.104197	0.104145	0.103795	0.104684	0.104516	0.104765
unclassified-kra_ERR9709184_	0.282496	0.25677	0.264207	0.288713	0.167127	0.228665	0.250426	0.215281	0.287358	0.24807	0.272178	0.22552	0.247267	0.282496	0.263445	0.265959	0.282496	0.25846	0.261625	0.264207	0.272178	0.267307	0.253021	0.266254	nan	0.322335	nan	nan	0.211977	0.26153	0.322335	0.252076	0.238798	0.322335	0.285262	0.252374	0.297118	0.271125	0.25088	0.297118	0.260084	0.297118	0.261452	nan	0.297118	0.258006	0.278781	nan	0	0.322335	nan	0.322335	nan	nan	0.260548	nan	0.267017	0.272178	0.253591	0.261527	0.261527	0.253593	0.253592	0.253592	0.253593	0.253592	0.261527	0.261525	0.253592	0.253589	0.253593	0.253592	0.297118	0.253592	0.253593	0.253593	0.253592	0.253592	0.253592
unclassified-kra_ERR9709187_	0.144118	0.104521	0.188259	0.0917416	0.176444	0.0898186	0.0908642	0.275026	0.105145	0.106063	0.207354	0.085348	0.093222	0.139991	0.0858774	0.0941722	0.147648	0.0874711	0.0851206	0.159308	0.128592	0.0846526	0.0944171	0.0854567	0.11174	0.159976	0.145515	0.152325	0.115461	0.114545	0.133895	0.113072	0.110378	0.138369	0.119282	0.116378	0.188064	0.118625	0.107094	0.141649	0.111854	0.190682	0.257235	0.22531	0.193518	0.118044	0.12663	0.150543	0.322335	0	0.149442	0.13479	0.112058	0.159892	0.080966	0.116111	0.0950083	0.136907	0.0892649	0.0929747	0.0931675	0.0933414	0.0937379	0.09415	0.0930697	0.093455	0.0923733	0.0903819	0.093546	0.0865082	0.0936585	0.0938463	0.114297	0.0937926	0.0936797	0.0932316	0.0935348	0.0940705	0.0938954
unclassified-kra_ERR9709189_	0.182205	0.128915	0.217614	0.120645	0.209667	0.12381	0.120762	0.31473	0.132462	0.132108	0.230914	0.123199	0.118285	0.175033	0.117221	0.116621	0.18492	0.124349	0.117815	0.193518	0.169343	0.114609	0.119017	0.115053	0.150564	0.17451	0.145043	0.147904	0.150029	0.149557	0.160657	0.127286	0.146992	0.166056	0.136582	0.143481	0.205366	0.135649	0.145126	0.179692	0.127018	0.23447	0.272997	0.250327	0.236001	0.149029	0.155781	0.172855	nan	0.149442	0	0.15253	0.116327	0.173613	0.107635	0.117057	0.11302	0.177779	0.119081	0.122565	0.123412	0.123595	0.123868	0.123725	0.123316	0.123607	0.122496	0.11975	0.12395	0.11585	0.123334	0.123614	0.142335	0.123503	0.123111	0.123259	0.123358	0.123656	0.123728
unclassified-kra_ERR9709190_	0.148954	0.10608	0.196612	0.0933692	0.183763	0.0939318	0.0934652	0.283034	0.110279	0.108117	0.208746	0.0889483	0.096405	0.146504	0.0903689	0.0975305	0.153626	0.0939977	0.0878191	0.166565	0.132358	0.0893601	0.0979814	0.0908968	0.117311	0.163063	0.154306	0.156252	0.116	0.116919	0.137161	0.119923	0.114791	0.140881	0.121752	0.12072	0.187109	0.121451	0.112344	0.148058	0.113928	0.199198	0.259871	0.227079	0.197114	0.122342	0.130076	0.154927	0.322335	0.13479	0.15253	0	0.0842992	0.166874	0.0857121	0.118558	0.0982765	0.143088	0.0919297	0.0958821	0.0961422	0.0963588	0.096325	0.0968071	0.0954426	0.0959307	0.0955711	0.0926399	0.0962549	0.088981	0.0959802	0.0963733	0.116246	0.0961364	0.096312	0.0958592	0.0962498	0.0967095	0.0962427
unclassified-kra_ERR9709191_	0.133694	0.0674211	0.190111	0.0497832	0.185469	0.0739977	0.0598411	0.306855	0.0725982	0.0690264	0.215504	0.0710494	0.0599175	0.13322	0.0532844	0.0418088	0.149001	0.0699785	0.0532662	0.163641	0.118513	0.0458837	0.0376314	0.0545168	0.108033	0.133298	0.105693	0.0858865	0.12184	0.0916092	0.115354	0.0775763	0.105439	0.1154	0.0438121	0.0988052	0.182158	0.0858779	0.105479	0.13678	0.0646339	0.2029	0.258531	0.240756	0.19516	0.105425	0.0761711	0.127478	nan	0.112058	0.116327	0.0842992	0	0.147885	0.0533487	0.087922	0.0371075	0.137309	0.0349713	0.039833	0.0401716	0.0409299	0.0399832	0.0401497	0.0409678	0.0406165	0.0405735	0.0351066	0.040571	0.0296009	0.0405694	0.0403389	0.0448814	0.0405003	0.0407059	0.040773	0.0406828	0.0404158	0.0399325
unclassified-kra_ERR9709194_	0.170823	0.138097	0.209103	0.126522	0.185629	0.122378	0.124667	0.289598	0.141092	0.141417	0.215388	0.118627	0.126391	0.165555	0.122296	0.133602	0.172372	0.117222	0.118308	0.178502	0.158412	0.122791	0.133082	0.123604	0.138428	0.191745	0.182699	0.187593	0.136908	0.145377	0.164382	0.151787	0.138016	0.170591	0.162188	0.145083	0.204414	0.154692	0.135685	0.168901	0.148888	0.211328	0.262722	0.240154	0.210947	0.149789	0.160406	0.175337	nan	0.159892	0.173613	0.166874	0.147885	0	0.112933	0.138153	0.136677	0.165159	0.129621	0.132072	0.132594	0.132576	0.13359	0.134068	0.132043	0.133062	0.132068	0.129591	0.132581	0.126117	0.132937	0.133578	0.154688	0.133014	0.133086	0.13276	0.133384	0.133939	0.133097
